CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Jocil,,,,,,,,,,,,,,,,,,,,33.41,117.33,128.07,84.8,78.14,79.96,92.26,145.72,144.88,134.8,98.48,82.14,127.65,171.56,134.53
Lambodhara Text.,,,,,,,,,,,,,,,,,,,6.19,5.26,6.78,8.54,22.97,35.26,50.81,76.98,150.87,67.99,64.84,43.05,18.58,51.21,90.23,147.62
Systematix Sec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.04
KLK Electrical,,,,,,,0.66,0.38,,,,,,,,,,,,,,1.68,3.56,3.52,2.59,3.18,2.39,2.92,3.18,,,4.77,24.78,81.54
Royal India Corp,,,,,,,1.75,0.26,,,,0.64,,,,,,,10.8,13.5,45.49,73.28,137.67,56.55,9.23,8.45,5.01,3.14,3.58,3.85,0.9,1.66,7.36,5.54
Alchemist Corp.,,,,,,,5.3,,,,,,,,,,,,,,3.79,3.88,3.9,2.81,10.16,3.17,6.19,2.6,3.27,3.24,4.61,2.58,7.95,8.42
Sigrun Holdings,,,,,,,,1.74,,,,13.17,,5.74,,5.67,,8.35,27.11,108.31,2033.91,122.57,34.26,42.28,8.03,6.42,10.7,,,,,,,
CitiPort Fin.,,,,,,,1.78,1.71,1.61,1.35,,,,,,2.26,1.43,1.98,5.02,2.81,5.33,4.57,2.96,2.43,,2.44,2.07,1.85,3.11,,3.3,5.92,,5.49
Cybele Industrie,,,,,,,,,,,11.02,2.46,0.78,0.95,0.64,1.83,1.48,3.08,9.89,3.32,5.79,24.45,13.32,16.37,9.1,10.38,8.4,11.61,7.5,14.71,5.41,8.19,11.45,17.92
Rose Merc.,,,,,,,,0.4,,1.0,,5.77,5.45,0.39,0.23,,,,,,,,,,,,,,,,,,,9.63
Parmax Pharma,,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,5.15,6.87,,,13.28,15.28,11.36
SW Investments,,,,,,,,,,,,,,,,,,,,,,,,3.13,21.32,,16.46,12.69,2.47,1.68,,,5.12,2.93
Krishna Vent.,,,,,,,,,,,,,,,,,,,,,,0.75,134.84,626.4,590.6,602.37,,,73.49,5.67,20.3,11.9,40.34,122.45
Shreekrishna Bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Biocon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.28,5.28
Global Infratech,,,,,,,,,,,,,,,,,,,,,,,,751.59,963.94,335.88,249.81,263.46,194.31,5.69,,,,
Maris Spinners,,,,,,,,,,0.9,2.45,1.72,,,2.49,8.66,,,,,,,,,,,,24.11,32.61,39.6,5.46,21.62,88.83,27.8
Uni-Metal Alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swelect Energy,,,,,,,,,,,,,13.33,28.08,,86.03,188.35,154.3,282.42,86.56,326.77,252.75,259.37,136.48,224.96,538.39,380.99,345.42,359.31,242.59,125.89,304.84,574.82,432.48
Oasis Nutra.,,,,,,,,,,,,,,,,,,,,,,,,3.43,372.3,131.07,,,,,,,,
Global Land,,,,,,,3.68,,,,1.65,,,,,,,,,,,,9.06,4.44,4.17,1.37,0.86,0.86,0.86,,,,,
Alchemist Realty,,,,,,,,,,,,6.03,16.96,9.17,1.66,3.98,12.98,94.52,664.01,124.49,97.07,69.51,41.5,25.79,21.49,33.35,24.68,20.3,13.78,,,,,
Sungold Capital,,,,,,,6.73,,,,,,,19.83,,,,,11.38,5.6,6.2,8.16,6.43,6.59,2.56,3.0,1.55,1.88,2.39,2.24,1.99,2.1,2.93,4.69
Asian Flora,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Champ.Inds.,,,,,,,,,,,,,,,,,,139.3,63.11,36.06,54.1,55.56,38.32,50.72,42.78,46.61,61.56,74.72,81.34,43.64,24.85,31.61,56.13,81.77
Vikas Proppant,,,,,,,6.72,4.18,3.19,11.64,23.67,3.79,3.52,1.7,3.04,3.97,7.18,5.01,9.22,12.9,49.74,29.81,59.34,21.93,14.77,15.18,10.67,10.56,18.65,590.2,334.08,120.43,,
Softrak Venture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62
Polylink Poly.,,,,,,,6.1,2.39,3.5,9.37,3.9,,2.41,,2.34,11.1,12.31,7.62,6.68,1.8,6.44,7.1,11.61,6.28,4.49,10.99,16.61,31.11,48.65,34.6,16.14,26.11,52.51,42.98
Minaxi Textiles,,,,,,,,0.77,,,,0.93,1.21,2.41,2.35,5.25,4.82,19.47,7.26,2.42,5.44,5.49,3.46,3.41,3.95,5.39,8.45,7.66,5.58,4.05,1.48,2.82,15.57,8.25
Sportking India,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,19.71,181.84,67.23,296.77,1437.08,859.02
Sarash Industrie,,,,,,,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14
SMC Global Sec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.93,886.97,748.81
Esaar (India),,,,,,,,,,,,,,,,,,,,,,,112.64,109.61,382.82,38.43,23.92,12.06,6.03,2.7,1.72,4.29,9.81,8.54
Natco Economical,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,27.23,26.9,,,,,
Goldcoin Health,,,,,,,,,,,,,,,,,,,,,,,,,,55.28,,4.35,2.16,1.95,,1.09,2.22,1.74
Muzali Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,27.5,19.08,14.27,15.16,30.8,15.36,10.29
Tashi India,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,7.11,8.22,,,,,,
Sanjiv.Parant.,,,,,,,,4.67,,3.54,,,5.13,1.74,1.98,23.47,25.08,17.35,13.25,6.64,29.26,22.86,18.32,8.73,8.91,9.41,18.02,7.68,3.24,2.85,5.13,9.35,65.49,41.42
Radiant Rotograv,,,,,,,,9.01,,,22.41,,,,,,,,,,,,,,,,,,,,,,,
Mohit Industries,,,,,,,7.66,6.23,6.71,,,,,1.44,3.88,5.94,25.32,31.78,19.63,7.19,24.12,25.56,35.82,58.34,45.38,60.32,59.4,59.61,38.87,11.16,4.33,12.93,27.9,16.23
Karuturi Global,,,,,,,,,,,51.48,2.7,1.59,1.17,4.2,26.76,91.2,301.08,592.16,362.77,870.95,866.72,372.14,251.82,127.12,127.93,202.93,191.68,304.0,,,,,
J G Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaily Engineer.,,,,,,,,,,,,,,,,,,,,,,207.89,83.3,35.76,39.53,257.87,415.92,418.13,1017.3,597.47,199.68,837.67,1995.37,942.81
Shukra Bullions,,,,,,,,,,,,,,,,,,,,,,,5.42,,,,4.06,,,,,8.53,7.83,3.3
Goplee Infotech,,,,,,,,,,,10.29,,4.41,,,,,,,,,20.58,,,,,,,,,,,,
Safal Securities,,,,,,,,,,,,,,,,,,,,,,4.79,3.77,3.82,2.95,2.07,2.97,2.18,0.61,0.48,,,,
Gorani Industrie,,,,,,,,,,,,,,,,,,,,,,32.08,,,,,,6.31,12.56,12.53,6.34,6.02,39.83,85.8
Sriven Multitech,,,,,,,4.5,2.75,,,150.0,1.75,3.1,2.23,1.23,4.6,,,,,,,,,,,,,,,,,,
Jyothi Infra.,,,,,,,3.15,2.55,3.0,,,,,,,,,,,,,,12.84,9.08,3.17,,,,,,,,,
Sanguine Media,,,,,,,,,,,,,,,,5.92,12.24,27.74,16.22,4.34,4.2,42.1,11.87,17.46,,6.85,11.41,12.55,6.16,2.17,,,,
Coromandel Agro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Food Prod.,,,,,,,,,,10.96,,,,,,,,,,,,,,,,,,,,,,,,
Anjani Foods,,,,,,,,,,,,,,,,,,,,,,,,,3.54,2.41,1.91,7.52,,4.2,4.28,122.7,58.78,61.49
A K S Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kintech Renew.,,,,,,,,,,,,,,,,,,,,,,,2.26,,,,2.49,,7.92,,10.74,11.45,43.0,51.74
CES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,
Blazon Marbles,,,,,,,,,,,,,,,,,,,,,,,206.2,98.17,260.05,,,,,,,,,
Desh Rakshak,,,,,,,7.38,,,1.5,,,,,,,,,,,,,5.13,3.98,3.86,3.95,,3.33,3.01,1.82,,1.82,,
Sangam Health,,,,,,,,7.34,7.26,,,,,,,,,,,,,,,,,,,,,,,,,
Shantai Indust.,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,45.94,23.8,16.5,6.53,,4.88,4.45,3.59
Orient Tradelink,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,3.51,43.2,10.36,,6.74,12.68
Sashwat Technoc,,,,,,,,,,,,,0.06,,,,,,,,0.14,,,,,,,0.8,0.97,,,,2.56,3.2
Sunteck Realty,,,,,,,,,,,,,0.24,,,,,137.06,732.72,2143.56,3645.75,1829.33,2399.34,2539.72,1704.37,1571.23,1419.21,2397.14,6196.44,6741.0,3077.47,4082.94,6379.36,4148.28
Wagend Infra,,,,,,,,,,,,,,,,,0.18,0.33,,,,8.39,176.64,190.86,50.9,36.05,41.52,23.7,,,,12.96,7.82,3.16
Sowbhagya Media,,,,,,,,7.96,,,,,,,,,,29.78,42.28,,12.55,10.64,17.65,10.86,10.7,3.97,10.33,5.74,2.82,1.95,,,,
KMF Builders,,,,,,,,1.98,,,,,,,,,,,,4.92,3.98,6.0,6.05,2.42,2.89,3.07,4.3,5.82,2.9,,1.77,5.31,6.43,4.23
Indo Cotspin,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,6.03,5.01,,,2.3,1.39,8.74,12.18
Devine Impex,,,,,,,,3.68,,13.13,11.84,,,,,,,,7.11,5.27,24.26,5.65,5.08,21.73,40.17,41.6,5.9,6.15,3.41,,4.81,2.03,5.62,4.86
Mahan Industries,,,,,,,4.69,,2.04,,2.7,,3.96,0.47,0.73,2.5,2.58,3.68,1.49,1.95,185.6,,5.04,2.81,3.78,2.12,1.98,2.02,1.76,0.68,,0.97,1.66,1.66
Indo Pacific Pro,,,,,,,,,,,,,,,,12.59,128.35,184.93,86.03,28.75,39.6,15.28,17.59,18.8,18.49,5.63,6.83,15.28,,,,,,
Adinath Exim Res,,,,,,,,,,,,,,,,,,,,,17.61,8.59,5.33,6.25,5.04,4.56,4.57,7.63,10.62,3.4,2.66,2.46,10.99,5.9
Dec.Gold Mines,,,,,,,,,,,,,,,46.3,67.41,75.81,72.95,237.22,86.87,160.58,105.59,115.83,98.78,100.13,178.84,306.05,348.65,292.58,252.92,108.26,147.92,313.11,563.53
Golden Legand Ls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Investm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maruti Infra.,,,,,,,,,,,,1.21,,,,7.35,3.59,4.04,4.04,1.6,5.07,9.33,8.05,11.53,12.33,23.69,23.5,32.25,29.13,23.75,19.13,30.13,73.38,99.1
Vas Infra.,,,,,,,,4.5,,,8.68,1.85,,4.89,3.38,1.29,2.81,36.35,45.95,6.01,59.31,93.0,54.49,17.6,,24.27,20.28,21.73,15.55,7.79,12.3,6.72,6.84,5.01
Mirch Technologi,,,,,,,,,,,,,,,2.45,1.36,,,,,,,,,,0.03,,,,0.04,0.05,,,0.16
DLF,,,,,,,,,,,,,,,,,,,110218.55,28377.18,52432.69,45358.54,34221.75,39860.0,31469.31,28199.0,20441.39,26528.13,35957.87,39462.7,34035.54,71053.82,94173.23,88368.63
Dhanleela Invest,,,,,,,,,,,,,,,,,,,,,,,,32.42,952.42,442.02,,229.53,128.25,149.55,,,,
Incon Engineers,,,,,,,,,0.71,,,,,,3.68,2.38,1.65,2.76,2.75,2.65,1.71,1.78,1.06,1.8,1.63,1.04,3.81,3.56,2.81,,,1.98,10.5,4.83
Silver Oak (I),,,,,,,1.33,3.88,3.9,1.14,,4.74,,,,,,,,,,,3.15,6.14,6.03,7.2,5.69,,4.66,3.8,5.33,7.24,15.84,14.21
Jindal Worldwide,,,,,,,,,,,,,,,9.27,17.69,90.73,358.9,481.3,116.79,518.79,515.18,216.54,196.29,197.49,180.45,279.9,517.69,2531.77,1421.69,641.67,965.51,5616.58,6428.68
Ranjit Securitie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankush Finstock,,,,,,,,,,,,,0.75,0.33,1.92,1.31,1.59,1.29,3.69,2.25,1.61,3.14,3.91,4.71,3.28,2.7,3.53,6.94,,,,,,
Abhishek Finle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,3.43,,,5.46,18.1,11.13
Capfin India,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,0.74,0.86,0.74,1.36,,
Anka India,,,,,,,,,,,23.23,,,,,,,,,,,5.53,,,2.15,2.71,1.81,2.64,,10.98,5.02,6.56,6.27,17.64
Tokyo Finance,,,,,,,,,1.25,2.09,,,1.18,2.06,0.92,2.01,1.71,1.92,3.45,1.95,2.72,3.14,4.18,2.91,,,4.7,5.21,6.87,5.16,7.04,6.62,6.72,8.2
Negotium Intl.,,,,,,,,,,,,,,,,,,,,,,,,,1929.75,37.54,,53.54,,24.04,,17.14,,
Beryl Securities,,,,,,,,0.51,,,1.72,,,,,,,,,,,1.56,3.7,4.54,6.95,2.59,5.58,3.52,1.55,3.41,4.02,3.66,4.84,4.67
Mackinnon Macken,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rap Media,,,,,,,,,,,6.8,,,,2.35,5.3,178.03,149.35,64.74,10.94,19.23,7.67,14.57,7.09,4.97,7.76,5.03,3.98,6.29,4.12,1.23,6.62,9.06,15.08
Centerac Tech.,,,,,,,,0.89,,,38.12,,1.17,4.32,1.29,1.15,1.05,3.06,2.51,1.12,1.95,1.38,0.87,3.32,2.38,1.4,1.79,,,,1.75,1.62,3.07,
Hira Automobile,,,,,,,,7.47,,,,,,,,,,,,,,,,,,,,,,,,,3.47,4.64
Jhaveri Credits,,,,,,,8.24,2.91,,,,,,,,,,,2.02,0.72,3.73,3.68,3.75,4.37,3.49,4.0,3.9,4.59,,2.35,1.54,1.67,3.02,39.08
Thirdwave Fin.,,,,,,,,1.88,,,,,,,,,,,,,,,,,,2.07,2.08,,,6.84,4.1,5.81,5.12,5.18
Greencrest Finan,,,,,,,,,,,,,,,,,,,,,,,40.3,,5252.35,2361.18,2273.46,2257.01,1204.35,53.0,17.91,29.24,22.15,27.05
Nimbus Foods,,,,,,,,2.03,1.65,2.27,,,0.4,0.46,0.55,1.04,0.55,0.81,0.98,10.08,14.89,9.8,6.86,9.64,7.31,7.38,6.43,5.77,2.48,4.82,,,,
Remi Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springform Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyssa Corp.,,,,,,,,,,,,,,,,,,,,,1.33,44.4,34.86,111.6,139.35,130.8,44.25,21.78,4.89,2.19,1.53,9.12,20.7,11.64
Flomic Global,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0.24,0.25,0.67,9.28,235.83,157.19
Cupid Trades,,,,,,,,,,,,,,,,,,4.38,5.43,,4.89,10.63,7.71,10.68,7.22,,,,,,,,,
Kovalam Investm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,
Ventura Guaranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword-Edge Comm.,,,,,,,,,,,,,,,,,,4.13,6.08,,13.35,1.34,17.05,13.14,16.89,7.87,2.04,1.4,4.12,7.28,7.98,7.53,17.81,
Yuvraaj Hygiene,,,,,,,,,,,15.71,2.77,,0.62,0.99,2.54,1.88,1.96,1.04,0.41,1.44,1.48,2.74,29.75,17.88,52.43,9.27,5.0,,5.49,3.63,7.42,11.97,13.78
Praveg Comm.,,,,,,,,,,,1.8,2.96,1.0,0.41,0.61,1.78,0.77,,,,,,,,,,,2.65,4.12,1.41,16.73,119.59,250.27,973.5
Suraj,,,,,,,,,3.35,,2.32,,,,8.24,17.77,28.84,129.3,251.58,112.78,107.84,116.81,110.75,81.18,94.37,96.78,94.86,89.94,86.38,69.34,45.84,55.08,120.18,144.16
Viji Finance,,,,,,,,,,,,,,,,,,,,,,,,,21.56,82.43,,52.43,41.42,7.76,1.98,5.69,32.01,17.33
Devhari Exports,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51,,25.33,34.54,5.35,5.65,
KGN Industries,,,,,,,,,,8.9,,,,,,,,,,791.99,8261.43,1816.71,437.21,94.56,223.84,213.6,34.71,37.6,40.72,,,,,
Disha Resources,,,,,,,,,1.48,,,,,,,,,,,,,,,,4.75,,6.68,5.46,,,,,16.47,15.2
LWS Knitwear,,,,,,,3.67,3.54,,,,,,,,,,,,,,,6.66,2.58,2.15,1.14,1.06,2.5,6.63,2.02,1.15,1.81,7.03,6.28
Sundaram Multi.,,,,,,,,,,,,,,,,,32.86,51.84,86.24,32.34,346.77,307.6,337.42,399.94,59.07,45.28,48.94,67.05,76.32,45.9,29.33,58.76,178.18,98.57
Chhabra Spinners,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Inani Securities,,,,,,,,,,,,,,,1.14,4.29,4.12,5.49,16.39,,8.12,,2.3,3.55,,2.47,2.55,4.61,4.85,5.33,,7.52,10.03,11.61
Apex Buildsys L,,,,,,,,1.73,1.47,0.53,,,,,1.05,3.49,44.93,44.24,68.64,14.4,33.35,20.11,29.96,30.91,,59.06,,,,,,,,
Aadhaar Ventures,,,,,,,,,,,,,4.56,11.41,1.92,46.37,26.0,7.17,10.92,29.26,754.97,1687.11,24.15,75.41,69.12,23.57,18.85,16.02,7.7,,,,,
Mahavir Indust.,,,,,,,,,,,,,,,,,,,,,,,59.28,3.76,5.35,6.62,9.46,12.3,2.08,1.6,1.02,,,
Orosil Smiths,,,,,,,,,,,5.01,10.28,1.76,2.79,4.65,7.23,6.82,4.65,10.68,4.55,9.3,9.5,7.02,8.68,5.99,9.75,25.24,26.19,,33.47,9.5,13.55,24.34,15.04
Meca Quilts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahavir Advanced,,,,,,,,,,,,,,,,,,,,,,,,,222.26,,,,,,,,,
Mega Corp.,,,,,,,,,,,,146.05,53.05,47.0,36.0,178.8,5.6,13.4,16.2,6.0,10.7,8.0,3.6,2.3,2.9,3.1,3.3,9.5,12.4,3.4,3.0,10.0,26.9,13.8
Starcom Info.,,,,,,,,,,,,,,,,,,,,,,16.28,46.25,165.0,133.5,146.95,81.0,167.95,124.98,109.0,46.0,36.65,57.08,48.88
Koffee Break,,,,,,,,0.63,,,,,,0.33,0.43,4.78,5.14,7.0,6.84,13.35,20.54,13.0,5.98,2.73,2.47,1.69,2.34,,,,,,,
City Union Bank,,,,,,,,,,43.2,48.0,55.2,57.96,89.4,164.52,201.6,268.8,406.85,892.8,391.36,1142.0,1814.4,1977.73,2837.31,2919.73,5765.83,5670.85,9091.11,11473.23,14998.51,9559.34,11518.24,9544.34,9318.14
Kotia Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52,11.48,11.09,7.38,9.3,11.16,9.49
Goldline Intl.,,,,,,,,,,,,,,,,,,,,,,,,,,2581.38,932.01,909.08,525.13,293.82,12.5,21.88,36.47,
Alna Trading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hem Holdings & T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viksit Engg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,
Enbee Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,,,,13.92,7.05,10.62,4.8
KBS India,,,,,,,,,,,,,32.92,13.67,,,,,,,16.16,31.44,14.48,13.63,5.31,6.32,0.95,2.75,3.58,3.89,,3.83,10.69,66.26
S.V. Trad & Agen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanani Industrie,,,,,,,,,,,,,,,,,,,,237.51,384.68,446.71,248.48,173.13,92.21,84.09,124.16,149.89,84.09,58.07,12.37,40.46,223.1,59.36
Rainbow Brew.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarvamangal Merc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Ferro,,,,,,,,,,,,,,,,,,,,,,3.83,6.05,,,,,,,,,,,
Golden Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05,,,,,,
Shivani Vanas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yantra Natural,,,,,,,,,,,,,,,,,,,,5.83,493.97,1993.96,37.35,40.37,50.24,43.96,,,,,,,,
Sharda Motor,,,,,,,,,,,,,,,,,,,,,,,,,162.93,548.55,469.17,1226.99,1148.92,887.79,329.66,1168.45,2218.57,1661.85
Genera Agri,,,,,,,,,,,,,,,,,,,,,,,,,8.64,4.05,3.15,4.96,,4.05,0.91,1.63,,
SVC Resources,,,,,,,,,,,,,,,,,182.88,9.92,52.2,38.21,491.85,93.48,25.92,13.14,25.58,9.8,,5.98,9.39,6.39,,,,
Effingo Textile,,,,,,,,,,,,,,,,,,,,,,,,554.2,1118.84,,,,,,,,,
Tiaan Consumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,2.36,44.62,12.66,26.35,6.09,2.51
Northlink Fiscal,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,15.75,,,11.87,9.45,6.56
Jyot Internatio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSL Industries,,,,,,,,5.0,,,,,,,,,,,,,,,,,1.36,0.6,1.02,1.0,,,,,,
Vaghani Techno,,,,,,,,,,,,,,,,,,,,,9.87,8.14,4.74,2.51,2.18,6.73,6.22,3.27,2.42,,5.36,5.09,4.9,4.92
Lerthai Finance,,,,,,,,,,,,,,,,,,,,,19.08,26.83,23.87,,15.44,28.53,,27.38,24.14,21.77,14.07,17.06,12.6,
Arihant Super.,,,,,,,,,,,,,,,,,0.1,,,,,183.44,180.28,204.98,133.36,148.18,321.05,489.39,463.26,222.68,88.29,145.5,539.4,818.47
Responsive Ind,,,,,,,,,,,,,,,,,,3.63,523.07,1015.5,2131.94,2411.95,2288.78,2419.56,2542.34,3309.72,2215.38,2323.48,1054.31,2446.25,2167.33,4485.47,4873.83,3319.06
Ontic Finserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,4.19,7.92,3.57,14.76,6.03
Unjha Formul.,,,,,,,,1.56,,1.43,2.6,,0.78,,1.41,3.67,2.75,2.04,2.02,0.75,1.9,1.75,1.2,1.49,0.96,2.32,4.19,6.05,5.56,3.58,2.58,3.81,4.21,5.6
Prism Finance,,,,,,,,,,,3.9,,,,,,,0.92,,,,,,,,12.94,,,,,,,24.6,
Vax Housing Fin.,,,,,,,,1.13,0.75,1.25,1.25,,,,,,,,,,,15.0,15.64,11.69,9.84,7.55,11.38,7.2,4.72,3.0,1.6,1.5,1.54,
Panch.Organics,,,,,,,,,,,,0.93,,,,,,6.8,6.14,3.26,8.5,8.68,8.55,12.04,11.76,18.56,40.3,57.73,33.35,33.6,17.2,42.58,153.57,203.88
Man-Made Spinner,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,
Tricom Fruit,,,,,,,,,,,,,,,,,,,3.66,6.88,11.65,47.28,50.24,13.55,10.44,6.74,5.44,,10.85,,,7.75,4.95,2.1
Cat Technologies,,,,,,,,,,,15.83,1.49,,,,4.97,2.59,2.7,17.37,8.91,83.57,131.87,15.73,34.24,40.2,10.64,6.04,5.8,6.75,4.29,5.0,4.77,,
Cont. Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,3.03,7.97,9.88,14.58
Paisalo Digital,,,,,,,,,,,,,,,,,,,725.92,567.0,7669.39,821.34,1307.65,1573.32,1485.1,1420.61,808.16,710.0,1243.77,1212.74,685.35,3325.44,3484.87,2367.69
Prime Capital Ma,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.3,5.29,,,,,,
Sh. Neelach. Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluechip Stock.,,,,,,,,,,,,,,,,,,,,,,,2.43,5.28,6.18,,1.23,,,,,,,
B J Duplex Board,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,,,,,,,,
Paushak,,,,,,,,,,,,,,,,,,25.98,15.42,13.11,19.16,23.47,18.62,21.35,50.22,117.52,189.87,185.91,413.03,625.04,533.22,2575.65,3203.78,1916.18
Ozone World,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07,24.38,11.47,13.37,27.76,26.89,3.49,2.25
Biogen Pharma,,,,,,,,,,,,,,0.46,30.27,,,4.41,5.75,2.15,3.39,26.1,15.66,13.7,19.58,13.7,14.36,13.7,,15.01,12.4,13.7,91.36,38.5
RFL Internationa,,,,,,,,,,,,,,,,1.38,2.87,2.44,1.88,2.09,4.61,3.36,4.07,1.29,3.15,0.66,,,,,,,,
Frontline Fin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjani Finance,,,,,,,,,,,,,,,0.51,0.73,25.36,44.02,17.04,11.09,9.18,3.73,4.11,3.13,2.69,6.13,2.39,7.29,3.74,2.62,,4.67,5.68,7.6
Typhoon Fin Ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
Apollo Pipes,,,,,,,,,,,,,,,,0.79,,,,,5.54,23.88,19.68,7.25,11.25,61.8,51.7,180.25,597.18,475.9,316.99,1294.23,1905.45,2155.97
Corporate Merch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,5.26
Universal Media,,,,,,,,,,76.75,78.23,,142.13,,,,,,,,,,,,,,,,,,,,,
Galaxy Surfact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317.86,3789.05,4157.25,9059.4,10160.27,8272.3
Oxemberg Apparel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Domestic,,,,,,,,2.15,,,,,,,,,,,,,,,,,,77.51,2.46,1.1,0.64,0.26,,,,
JSL Industries,,,,,,,,,,,,,,,,,,,,,,,16.0,11.42,5.02,31.12,16.35,14.56,13.5,10.58,,12.55,25.24,39.79
Vision Corpn.,,,,,,,,,0.25,,2.48,,0.76,,,1.62,3.24,5.68,20.27,11.52,13.68,3.61,2.28,2.3,1.24,1.5,,2.76,,2.48,0.92,2.86,4.41,3.24
Dhyana Finstock,,,,,,,,,,,,,,,,,,,,,,,,,,316.53,,,,,,,,
Alpha Graphic,,,,,,,,1.85,,,3.81,,,,,,,,,,,5.41,53.68,108.35,63.34,11.15,,,,,,,,
Sawaca Business,,,,,,,,,,,,,,,,,,,,,,10.4,84.34,31.93,57.62,128.86,15.55,2.6,1.61,1.86,0.9,1.72,16.43,9.95
Modex Intl. Sec.,,,,,,,,,,,,,,,,,,,,,,,,,6.05,9.84,12.24,18.06,22.8,31.2,,,,
Kaiser Corporat.,,,,,,,,,1.6,,,,,,,,,,,,3.26,5.58,6.84,15.26,15.52,25.1,,30.26,9.79,,,2.05,273.37,145.08
RR Metalmakers,,,,,,,,,,,,,,,,,,,,,,,,4.08,9.52,7.19,3.26,3.59,7.87,16.66,9.43,15.37,35.11,26.48
Surya Funcity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srinivasa Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
